location,merged_location_names,latitude,longitude,count,address
Maastricht University,Maastricht University,50.8472117,5.6859518,8,"Maastricht University, 4-6, Minderbroedersberg, Kommelkwartier, Maastricht-Centrum, Maastricht, Limburg, Nederland, 6211 LK, Nederland"
The University of Utah,The University of Utah,41.0956278,-111.9941083,8,"The University of Phoenix, 1366, Legend Hills Drive, Clearfield, Davis County, Utah, 84056, United States"
University of Canterbury,University of Canterbury; University  of Canterbury,-43.5240894,172.5803004,8,"University of Canterbury, Rountree Street, Upper Riccarton, Christchurch, Christchurch City, Canterbury, 8041, New Zealand / Aotearoa"
Xi'an Jiaotong University,Xi'an Jiaotong University; xi'an jiaotong university; Xi'an Jiaotong Uni,34.249322799999995,108.98010896666666,8,"交通大学·兴庆宫, 咸宁西路, 曹家巷社区, 东关南街街道, 碑林区, 西安市, 陕西省, 710049, 中国, 西安交通大学兴庆校区, 28, 咸宁西路, 曹家巷社区, 东关南街街道, 碑林区, 西安市, 陕西省, 710049, 中国"
University of Hawaii,University of Hawaii,21.3320662,-157.9218882,7,"University of Hawaii, 300, Rodgers Boulevard, Honolulu, Honolulu County, Hawaii, 96819, United States"
Politecnico di Milano,Politecnico di Milano,45.0468832,9.7030881,7,"Politecnico Di Milano, Piazzale della Libertà, Baia del Re, Piacenza, Emilia-Romagna, 29100, Italia"
Kumamoto University,Kumamoto University,32.8164178,130.7270397,7,"熊本大学黒髪キャンパス, 熊本菊陽線, 黒髪二丁目, 黒髪, 中央区, 熊本市, 熊本県, 860-8601, 日本"
TotalEnergies,TotalEnergies; TOTALEnergies,0.3854609,9.4447602,7,"TotalEnergies, Boulevard de l'Indépendance, Centre Ville, Libreville, Estuaire, 540, Gabon"
University of Alabama in Huntsville,University of Alabama in Huntsville; NASA Marshall Space Flight Center; University of Alabama Huntsville,34.70024513333333,-86.65110853333334,7,"Marshall Space Flight Center, Pioneer Road, Madison County, Alabama, 35809, United States, University of Alabama in Huntsville, 301, Sparkman Drive Northwest, Summit Place, Huntsville, Madison County, Alabama, 35899, United States"
The University of Maine,The University of Maine,43.6854339,-70.2988834,7,"University of New England Portland Campus for the Health Sciences, Southern Avenue, Morrills Corner, Portland, Cumberland County, Maine, 04103, United States"
"University of Nevada, Reno","University of Nevada, Reno; University of Nevada-Reno; University of Nevada Reno; University of nevada, Reno",39.5442688,-119.8163105,7,"University of Nevada, Reno, 1664, North Virginia Street, Reno, Washoe County, Nevada, 89557, United States"
North Carolina Agricultural & Technical State University,North Carolina A & T State Univ; North Carolina Agricultural and Technical State University; North Carolina Agricultural & Technical State University; University of North Carolina at Greensboro,36.071873825000004,-79.773697625,7,"North Carolina A&T State University Farm, Franklin Boulevard, Hope Valley, Greensboro, Guilford County, North Carolina, 27401, United States, North Carolina Agricultural and Technical State University, 1601, East Market Street, Scott Park, Greensboro, Guilford County, North Carolina, 27411, United States, University of North Carolina - Greensboro, 1400, Spring Garden Street, Greensboro, Guilford County, North Carolina, 27412, United States"
Universite Catholique de Louvain,Vrije Universiteit Brussel; Universite Catholique de Louvain; Toyota Motor Europe,50.84135353333334,4.3945249,7,"Oudstudentenbond Vrije Universiteit Brussel vzw, 40, Boulevard du Triomphe - Triomflaan, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, België / Belgique / Belgien, Toyota Motor Europe NV/SA, Avenue du Bourget - Bourgetlaan, Haren, Bruxelles - Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1130, België / Belgique / Belgien, UCLouvain LOCI Bruxelles, Rue Henri Wafelaerts - Henri Wafelaertsstraat, Ma Campagne, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, België / Belgique / Belgien"
Baylor University,Baylor University,31.550434,-97.1102906,7,"Baylor University, 1301, South University Parks Drive, Waco, McLennan County, Texas, 76706, United States"
Kyungpook National University,Kyungpook National University,35.8905697,128.6108553,7,"경북대학교, 80, 대학로, 산격3동, 북구, 대구광역시, 41566, 대한민국"
Uppsala University,Uppsala University,59.8576363,17.6294616,7,"Uppsala universitet, Sankt Olofsgatan, Främre Luthagen, Fjärdingen, Uppsala, Uppsala kommun, Uppsala län, 753 11, Sverige"
Kuwait University,Kuwait University,29.344252,48.0833926,7,"الجامعة الأمريكية في الكويت, شارع يوسف بن حمود جادة 2, السالمية - قطعة 2, السالمية, محافظة حولي, 20003, الكويت"
Pohang University of Science and Technology,Pohang University of Science and Technology; POSTECH,36.0180795,129.3208556,7,"포항공과대학교, 77, 청암로, 효자동, 효곡동, 남구, 포항시, 37673, 대한민국"
Indian Institute of Technology (BHU) Varanasi,"Indian Institute of Technology; Indian Institute of Technology, Varanasi; Indian Institute of Technology (BHU) Varanasi",25.2621544,82.9925896,7,"Indian Institute of Technology (BHU), Semi Circle Road 2, Karbirdas Colony, Varanasi, Sadar, Varanasi, Uttar Pradesh, 221005, India"
Bucknell University,Bucknell University,40.9515356,-76.8879603,7,"Bucknell University, Market Street, Linntown, East Buffalo Township, Union County, Pennsylvania, 17837, United States"
Université de Sherbrooke,Université de Sherbrooke,45.374731,-71.9303566,7,"Université de Sherbrooke, Voie 2 Sud, Les Nations, Sherbrooke, Québec, J1N 0J8, Canada"
Amirkabir University of Technology,Amirkabir University of Technology; Iran University of Medical Sciences,35.7263664,51.3955131,6,"دانشگاه صنعتی امیرکبیر, 350, حافظ, ولیعصر, ناحیه ۱, منطقه ۶ شهر تهران, شهرداری منطقه شش ناحیه یک, شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, 15916-34311, ایران, دانشگاه علوم پزشکی ایران, سرباز گمنام, کوی نصر, منطقه ۲ شهر تهران, شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, 14658-65159, ایران"
UCB Pharma S.A.,UCB Pharma S.A.,50.6918016,4.3405796,6,"UCB Pharma S.A., Sart-Moulin, Braine-l'Alleud, Nivelles, Brabant wallon, Wallonie, 1420, België / Belgique / Belgien"
U.S. Food and Drug Administration,U.S. Food and Drug Administration,47.7969561,-122.2009767,6,"Food and Drug Administration, 22201, 23rd Drive Southeast, Canyon Park, Bothell, Snohomish County, Washington, 98021, United States"
National Academy of Sciences of Ukraine,National Academy of Sciences of Ukraine,50.4505671,30.5289007,6,"Національна академія наук України, вулиця Михайла Грушевського, Урядовий квартал, Бегічевська Гора, Клов, Печерський район, Київ, 01008, Україна"
Universidad San Francisco de Quito,Universidad San Francisco de Quito,-0.1968612,-78.4359156,6,"Universidad San Francisco de Quito, Diego de Robles, San Juan, Cumbaya, Quito, Pichincha, 170157, Ecuador"
University of Central Florida,University of Central Florida,28.599591,-81.1971284,6,"University of Central Florida, 4000, Central Florida Boulevard, Orlando, Orange County, Florida, 32816, United States"
The University of Oklahoma,The University of Oklahoma; University of Oklahoma Health Sciences Center,35.47989685,-97.49737655,6,"The University of Oklahoma (Health Sciences Center), Oklahoma City, Oklahoma County, Oklahoma, United States, University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma County, Oklahoma, United States"
Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica de Chile; University of Chile,-33.4517715,-70.6185639,6,"Pontificia Universidad Católica de Chile, 360, Avenida Libertador Bernardo O'Higgins, Barrio Lastarria, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 6500808, Chile, Universidad Metropolitana de Ciencias de la Educación, 774, Avenida José Pedro Alessandri, Barrio Doctor Luis Bisquert, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile"
Università degli Studi di Padova,Università degli Studi di Padova,45.4066496,11.8774407,6,"Università degli Studi di Padova, Via Cesare Battisti, San Giuseppe, Padova, Veneto, 35121, Italia"
Soka University of America,Soka University of America; Soka University,33.5546752,-117.7347405,6,"Soka University of America, 1, University Drive, Aliso Viejo, Orange County, California, 92656, United States"
DLR,DLR; Chapman University,33.80123545,-117.88532445,6,"Chapman University, 1, University Drive, Orange, Orange County, California, 92866, United States, Disneyland Resort, 1313, South Harbor Boulevard, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States"
Siemens,Siemens,45.7918775,24.0933759,6,"Siemens, 4, Strada Florian Rieger, Zona Industrială Vest, Sibiu, 550052, România"
Tuskegee University,Tuskegee University,32.4301095,-85.7067335,6,"Tuskegee University, 1200, West Montgomery Road, Tuskegee, Macon County, Alabama, 36088, United States"
Oakland University,Oakland University; Pfizer Global Supply,42.67665135,-83.15880505,6,"Oakland University, 201, Meadow Brook Road, Rochester, Oakland County, Michigan, 48309, United States, Pfizer Global Supply, 1200, Parkdale Avenue, Rochester, Oakland County, Michigan, 48307, United States"
Chang Gung University,Chang Gung University; Ming Chi University of Technology,25.03767115,121.40532285,6,"明志科技大學, 84, 工專路, 貴子里, 泰山區, 貴子坑, 新北市, 24301, 臺灣, 長庚大學, 259, 文化一路, A7合宜住宅, 文青里, 龜山區, 桃園市, 33301, 臺灣"
BASF SE,BASF SE,49.5004949,8.4989269,6,"BASF SE, Käfertaler Straße, Wohlgelegen, Neckarstadt-Ost, Neckarstadt-Ost/Wohlgelegen, Mannheim, Baden-Württemberg, 68167, Deutschland"
Aalborg University,Aalborg University,57.0159071,9.9753082,6,"Aalborg Universitet, Fredrik Bajers Vej, Sønder Tranders, Aalborg, Aalborg Kommune, Region Nordjylland, 9220, Danmark"
Old Dominion University,Old Dominion University,36.8862699,-76.3097248,6,"Old Dominion University, 5115, Hampton Boulevard, Norfolk, Virginia, 23529, United States"
Lubrizol Advanced Materials,Lubrizol Advanced Materials,41.2911811,-81.6241902,6,"Lubrizol Advanced Materials, Brecksville, Cuyahoga County, Ohio, United States"
University of Mississippi Medical Center,University of Mississippi Medical Center,32.3309299,-90.1723002,6,"University of Mississippi Medical Center, 2500, North State Street, Fondren, Woodland Hills, Jackson, Hinds County, Mississippi, 39216, United States"
ABB,ABB,22.5478712,88.1995212,6,"Abada, Sankrail Station Road, Sankrail, Howrah, West Bengal, 711302, India"
University of Science and Technology of China,University of Science and Technology of China,31.8234166,117.2758194,6,"中国科学技术大学（南校区）, 平天湖西路, 兰州军区干休所, 常青街道, 包河区, 安徽省, 230026, 中国"
Universidad Autónoma de San Luis Potosí,Universidad Autónoma de San Luis Potosí,22.1443382,-101.0155732,6,"Universidad Autónoma de San Luis Potosí, Calle Río Papaloapan, Colonia Bellas Lomas, San Luis Potosí, Municipio de San Luis Potosí, San Luis Potosí, 78240, México"
chulalongkorn university,chulalongkorn university; Chulalongkorn University,13.7431114,100.5328752,6,"จุฬาลงกรณ์มหาวิทยาลัย, 254, ถนนพญาไท, สามย่าน, แขวงวังใหม่, เขตปทุมวัน, กรุงเทพมหานคร, 10330, ประเทศไทย"
Kuwait Oil Company,Kuwait Oil Company,29.3166361,47.944563,6,"Kuwait Oil & Grease Company, طريق حسين بن علي الرومي, الشويخ الصناعية 2 - قطعة 3, الشويخ الصناعية 2, محافظة العاصمة, 70070, الكويت"
Fuzhou University,Fuzhou University,26.0614068,119.1933416,5,"福州大学旗山校区, 学府南路, 闽侯县, 中美村, 福建省, 350100, 中国"
ETH,ETH,50.3260433,3.6671281,5,"Eth, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59144, France"
Procter & Gamble,Procter & Gamble,47.7451328,19.949296,5,"Procter & Gamble, Ipari park, Gyöngyös, Gyöngyösi járás, Heves vármegye, Észak-Magyarország, Alföld és Észak, 3200, Magyarország"
Korea Institute of Energy Technology,Korea Institute of Energy Technology; Korea Institute of Energy Technology (KENTECH),35.0099961,126.8039044,5,"한국에너지공과대학교, 21, 켄텍길, 신도리, 나주시, 전라남도, 58330, 대한민국"
Penn State College of Medicine,Penn State College of Medicine; Penn State Health Milton S. Hershey Medical Center,40.2639023,-76.67560449999999,5,"Penn State College of Medicine, Crescent Drive, Derry Township, Dauphin County, Pennsylvania, 17036, United States, Penn State Health Milton S. Hershey Medical Center, 500, University Drive, Derry Township, Dauphin County, Pennsylvania, 17033, United States"
Merck,Merck,36.935832,140.8428371,5,"Merck, いわき市, 福島県, 日本"
Western Michigan University,Western Michigan University,42.2832928,-85.6102611,5,"Western Michigan University, 1903, West Michigan Avenue, Kalamazoo, Kalamazoo County, Michigan, 49008, United States"
SRM Institute of Science and Technology,SRM Institute of Science and Technology,12.8234361,80.0450412,5,"SRM Institute of Science and Technology, Potheri, Chengalpattu, Tamil Nadu, India"
UNIST,UNIST; Ulsan National Institute of Science and Technology (UNIST),35.5737484,129.1897266,5,"울산과학기술원, 본관 다리, 울주군, 울산광역시, 44936, 대한민국"
Yeungnam University,Yeungnam University,35.828022,128.7572223,5,"영남대학교, 280, 대학로, 대동, 북부동, 경산시, 38541, 대한민국"
Sabic,Sabic; SABIC,37.9068688,-87.9283382,5,"SABIC, Posey County, Indiana, United States"
NETL,NETL,52.6830181,5.8732297,5,"Netl, Leemringweg, Kraggenburg, Noordoostpolder, Flevoland, Nederland, 8317 RE, Nederland"
Texas A&M International University,Texas A&M International University,27.5722485,-99.4325843,5,"Texas A&M International University, 5201, University Boulevard, Laredo, Webb County, Texas, 78041, United States"
Otto von Guericke University,Otto von Guericke University,52.1405894,11.6455823,5,"Otto-von-Guericke Business School Magdeburg, 2, Universitätsplatz, Universitätsviertel, Alte Neustadt, Magdeburg, Sachsen-Anhalt, 39106, Deutschland"
Masaryk University,Masaryk University; MSD Czech Republic,49.210998599999996,16.5894777,5,"Copy MSD, 3171/103, Minská, Žabovřesky, Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, 616 00, Česko, Fakulta informatiky Masarykovy univerzity, 554/68a, Botanická, Ponava, Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, 602 00, Česko"
Paul Scherrer Institute,Paul Scherrer Institute,47.5358954,8.222218,5,"Paul Scherrer Institut, 111, Forschungsstrasse, Villigen, Bezirk Brugg, Aargau, 5232, Schweiz/Suisse/Svizzera/Svizra"
California State University-Bakersfield,California State University-Bakersfield,35.3493892,-119.1033969,5,"California State University Bakersfield, Don Hart Drive East, Bakersfield, Kern County, California, 93311, United States"
AIChE,AIChE,47.6756422,8.2617198,5,"Aichen, Waldshut-Tiengen, Verwaltungsgemeinschaft Waldshut-Tiengen, Landkreis Waldshut, Baden-Württemberg, 79761, Deutschland"
University of Southern Mississippi,University of Southern Mississippi,31.3286452,-89.3367312,5,"University of Southern Mississippi, 118, College Drive, Hattiesburg, Forrest County, Mississippi, 39406, United States"
SPX FLOW,SPX FLOW,-23.6716178,-46.5565992,5,"SPX Flow, Anchieta, São Bernardo do Campo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, São Paulo, Região Sudeste, Brasil"
Institut Charles Sadron,Institut Charles Sadron; University of Strasbourg; IFCE; Mondelez International,48.586427349999994,7.7464308,5,"IFCE, Rue Jacques Kablé, Tribunal-Gare-Porte de Schirmeck, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67001, France, Institut Charles Sadron, Rue Becquerel, Espace Européen de l'Entreprise, Cronenbourg, Schiltigheim, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67300, France, Institut National des Sciences Appliquées, 24, Boulevard de la Victoire, Esplanade, Bourse-Esplanade-Krutenau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67000, France, Mondelez International, Meinau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France"
University of Innsbruck,University of Innsbruck,47.2633159,11.3844733,5,"Universität Innsbruck - Campus Innrain, Innrain, Innenstadt, Innsbruck, Tirol, 6020, Österreich"
University of Pau,University of Pau,43.3146145,-0.3653306,5,"Université de Pau et des pays de l'Adour, Avenue de l'Université, Pau Nord, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64012, France"
Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,22.8916128,113.4790189,5,"香港科技大学(广州), 广澳高速, 东涌镇, 南沙区, 广州市, 广东省, 中国"
UND,UND,47.488157,16.6940316,5,"Und, Soproni járás, Győr-Moson-Sopron vármegye, Nyugat-Dunántúl, Dunántúl, 9464, Magyarország"
Dow Chemical,Dow Chemical,43.3183808,-2.9796248,5,"Dow Chemical, Astrabudua, Erandio, Bizkaia, Euskadi, España"
Mayo Clinic,Mayo Clinic,-26.1505617,27.9197318,5,"Mayo Clinic, William Nicol Street North, Floracliffe, Johannesburg Ward 85, Roodepoort, City of Johannesburg Metropolitan Municipality, Gauteng, 1709, South Africa"
University of Copenhagen,University of Copenhagen,55.6801502,12.572327,5,"Københavns Universitet, Nørregade, Nørrevold, Indre By, København, Københavns Kommune, Region Hovedstaden, 1167, Danmark"
Eli Lilly,Eli Lilly,39.7735152,-85.7971257,4,"Eli Lilly, Hancock County, Indiana, 46140, United States"
California State University Long Beach,California State University Long Beach; Embry-Riddle Aeronautical University,33.795004199999994,-118.12481125,4,"California State University, Long Beach, East 7th Street, Long Beach, Los Angeles County, California, 90822, United States, Embry-Riddle Aeronautical University, Airport Plaza Drive, Long Beach, Los Angeles County, California, 90815, United States"
Cardiff University,Cardiff University,51.4887426,-3.1795999,4,"Cardiff University, Park Place, Civic Centre, Castle, Cardiff, Cymru / Wales, CF10 3AT, United Kingdom"
University of Oregon,University of Oregon,44.0444197,-123.0717603,4,"University of Oregon, 1585, East 13th Avenue, Eugene, Lane County, Oregon, 97403, United States"
University of Connecticut Health Center,University of Connecticut Health Center,41.7334454,-72.7923453,4,"University of Connecticut Health Center, 263, Farmington Avenue, Farmington, Capitol Planning Region, Connecticut, 06030, United States"
American University of the Middle East,American University of the Middle East,29.1640713,48.099383,4,"American University of the Middle East, شارع سعود جلال السهلي, العقيلة - قطعة 6, العقيلة, محافظة الأحمدي, 53301, الكويت"
Bogazici University,Bogazici University,41.0832733,29.0505009,4,"Boğaziçi Üniversitesi Güney Yerleşkesi, Ayşesultan Sokağı, Aşiyan, Bebek Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34342, Türkiye"
Universidad de Carabobo,Universidad de Carabobo,10.2743683,-67.999855,4,"Universidad de Carabobo, Distribuidor Bárbula, Manantial, Naguanagua, Parroquia Naguanagua, Municipio Naguanagua, Carabobo, 2005, Venezuela"
Avnos,Avnos,26.1124263,50.4820025,4,"Al Avnos Electronics, شارع 27, كرزكان, المحافظة الشمالية, 1203, البحرين"
DSM-Firmenich,DSM-Firmenich; dsm-firmenich,46.1772613,6.0064557,4,"dsm-firmenich, La Plaine, Dardagny, Genève, 1283, Schweiz/Suisse/Svizzera/Svizra"
Ruhr-University Bochum,Ruhr-University Bochum; Ruhr University Bochum,51.4441576,7.2609654,4,"Ruhr-Universität Bochum, 150, Universitätsstraße, Querenburg, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44801, Deutschland"
University of Hawaiʻi at Mānoa,University of Hawaiʻi at Mānoa,21.2982795,-157.8186932,4,"University of Hawaiʻi at Mānoa, 2500, Campus Road, Lower Mānoa, Mānoa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States"
Universiti Teknologi Malaysia (UTM),Universiti Teknologi Malaysia (UTM),1.5585223,103.6399138,4,"Universiti Teknologi Malaysia, Jalan Iman, Iskandar Puteri, Kulai, Johor, 81310, Malaysia"
Obafemi Awolowo University,"Obafemi Awolowo University; Obafemi Awolowo University,",7.5204371,4.5233004,4,"Obafemi Awolowo University, Road 2, Ifẹ̀, Ife Central, Osun, 220282, Nigeria"
University of Wollongong,University of Wollongong,-34.4050554,150.8783465,4,"University of Wollongong, Northfields Avenue, Keiraville, Wollongong City Council, New South Wales, 2500, Australia"
Braskem America,Braskem America; Braskem SA,29.7077186,-95.0784345,4,"Braskem, Strang Road, Noltex, La Porte, Harris County, Texas, 77571, United States"
Nanjing Normal University,Nanjing Normal University,32.0550562,118.7621005,4,"南京师范大学(随园校区), 河海路, 华侨路街道, 鼓楼区, 南京市, 江苏省, 210098, 中国"
Merck KGaA,Merck KGaA; TU Darmstadt,49.91527725,8.6637737,4,"Merck KGaA, Darmstadt-Nord, Darmstadt, Hessen, 64293, Deutschland, TU, Prinzenschneise, Wixhausen, Darmstadt, Hessen, 64291, Deutschland"
Tennessee Tech University,Tennessee Tech University; Tennessee Technological University,36.1748736,-85.5089051,4,"Tennessee Technological University, 1, William L. Jones Drive, Cookeville, Putnam County, Middle Tennessee, Tennessee, 38505, United States"
Maynooth University,Maynooth University,53.3846374,-6.6030523,4,"Maynooth University (North Campus) Chargers, Kilcock Road, Maynooth ED, The Municipal District of Clane — Maynooth, County Kildare, Leinster, W23 W6R7, Éire / Ireland"
New Mexico Tech,New Mexico Tech,34.0662339,-106.9110595,4,"New Mexico Tech, 801, Leroy Place, Socorro, Socorro County, New Mexico, 87801, United States"
Texas A&M University - Corpus Christi,Texas A&M University - Corpus Christi,27.7127513,-97.3233877,4,"Texas A&M University-Corpus Christi, Starfish Lane, Corpus Christi, Nueces County, Texas, 78412, United States"
University of Cantabria,University of Cantabria,43.4714973,-3.8018803,4,"UNICAN, Avenida de los Castros, Barrio La Torre, Barrio Bolado, Santander, Cantabria, 39005, España"
Hacettepe University,Hacettepe University; Middle East Technical University,39.871477799999994,32.7604575,4,"Hacettepe Üniversitesi Beytepe Kampüsü, 1596. Cadde, Üniversiteler Mahallesi, Çankaya, Ankara, İç Anadolu Bölgesi, 06800, Türkiye, Orta Doğu Teknik Üniversitesi, Mevlana Bulvarı, Or-An Mahallesi, Ankara, Çankaya, Ankara, İç Anadolu Bölgesi, 06550, Türkiye"
3P Instruments,3P Instruments,32.9301854,-96.7519165,3,"Texas Instruments, 12500, Dallas, Dallas County, Texas, 75243, United States"
Linde,Linde,50.7127198,2.4195699,3,"Lynde, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59173, France"
Air Liquide,Air Liquide,33.7784088,-118.2827261,3,"Air Liquide, 1502, Los Angeles, Los Angeles County, California, 90744, United States"
SUNY-Buffalo,SUNY-Buffalo; SUNY @ Buffalo,42.9336675,-78.8839422,3,"Buffalo State University, 1300, Elmwood Avenue, Buffalo, Erie County, New York, 14222, United States"
University of Sydney,University of Sydney,-33.8889073,151.1894111,3,"The University of Sydney, Carillon Avenue, Camperdown, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2050, Australia"
Lund University,Lund University,55.7126504,13.2107587,3,"Lunds Tekniska Högskola, Box 118, Ole Römers väg, Ideon Pålsjö, Norr, Lund, Lunds kommun, Skåne län, 221 00, Sverige"
Korean Institute Science and Technology,Korean Institute Science and Technology,49.2587784,7.0492746,3,"Korean Institute of Science and Technology, Campus, Universität, St. Johann, Bezirk Mitte, Saarbrücken, Regionalverband Saarbrücken, Saarland, 66123, Deutschland"
Barpimo S.A.,Barpimo S.A.,42.9108971,-8.5254274,3,"Pinturas Barpimo, Rúa de José Villar Grangel, Polígono Industrial do Tambre, Boisaca, San Caetano, Santiago de Compostela, Santiago, A Coruña, Galicia, 15890, España"
Aspen Technology Inc.,Aspen Technology Inc.; Aspen Technology Inc,39.067515,-108.560123,3,"Aspen Technology Group Inc, 734, Main Street, Grand Junction, Mesa County, Colorado, 81501, United States"
Tianjin University,Tianjin University,39.1072533,117.1778919,3,"天津医科大学, 22号, 气象台路, 新兴街道, 海光寺, 和平区, 天津市, 300051, 中国"
University of Tartu,University of Tartu,58.381014,26.7195598,3,"Tartu Ülikool, 18, Ülikooli, Vanalinn, Kesklinn, Tartu linn, Tartu maakond, 50090, Eesti"
imec,imec,50.8651015,4.6776509,3,"IMEC Cafeteria, 75, Kapeldreef, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien"
Lakehead University,Lakehead University,48.4203116,-89.2623395,3,"Lakehead University, 955, Oliver Road, Thunder Bay, Thunder Bay District, Northwestern Ontario, Ontario, P7B 5E1, Canada"
Villanova University,Villanova University,40.0367774,-75.3420233,3,"Villanova University, South Ithan Avenue, Garrett Hill, Radnor, Radnor Township, Delaware County, Pennsylvania, 19010, United States"
Hyundai Motor Company,Hyundai Motor Company,36.8452544,126.858137,3,"현대자동차사원아파트, 200-17, 대음리, 아산시, 충청남도, 31437, 대한민국"
Schrödinger,Schrödinger; Singapore University of Technology and Design,1.35336195,103.9273249,3,"Schrödinger's cat, Singapur East, Northeast, Singapore, Singapore University of Technology and Design, Singapur East, Tampines, Southeast, Singapore, 485996, Singapore"
University of Amsterdam,University of Amsterdam,52.3681334,4.8898042,3,"Universiteit van Amsterdam, Spui, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 RX, Nederland"
Universidad Michoacana de San Nicolás de Hidalgo,Universidad Michoacana de San Nicolás de Hidalgo,19.6892955,-101.2066338,3,"Universidad Michoacana de San Nicolás de Hidalgo, Avenida Real Universidad, Morelia, Michoacán, 58030, México"
National University of Technology,National University of Technology; ISGS,33.6632271,73.0065016,3,"Inter State Gas Systems (ISGS) (pvt) Ltd, Service Road F10 (VR30), ایف-10, اسلام آباد, زون 1, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان, National University Of Technology (NUTECH), IJP Road, Meharabad, Allah Abad, تحصیل راولپنڈی چھاؤنی, ضلع راولپنڈی, راولپنڈی ڈویژن, پنجاب, 46060, پاکستان"
Army Research Lab,Army Research Lab; RTI International,35.90017975,-78.868206,3,"Army Research Lab—Raleigh Durham, 800, Park Offices Drive, Research Triangle Park, Durham County, North Carolina, 27703, United States, RTI International, Durham County, North Carolina, United States"
University of Nottingham,University of Nottingham; A*Star; Nottingham Trent University,52.9366805,-1.1851735666666667,3,"A Star, 197, Alfreton Road, Hyson Green, City of Nottingham, East Midlands, England, NG7 3NW, United Kingdom, Nottingham Trent University (Clifton Campus), Remembrance Way, Clifton, City of Nottingham, East Midlands, England, NG11 8NB, United Kingdom, University of Nottingham, Wollaton Vale, Wollaton, City of Nottingham, East Midlands, England, NG7 2RD, United Kingdom"
Henkel,Henkel; ShanghaiTech University,31.185185599999997,121.59436205,3,"上海科技大学（张江校区）, 393号, 华夏中路, 张江镇, 浦东新区, 101201, 中国, 汉高（中国）投资有限公司, 928, 张衡路, 张江镇, 浦东新区, 201203, 中国"
Pittsburg State University,Pittsburg State University,37.3904299,-94.6953939,3,"Pittsburg State University, 1701, South Broadway Street, Pittsburg, Crawford County, Kansas, 66762, United States"
Anton Paar,Anton Paar; university of hohenheim,48.7144847,9.2415921,3,"Anton Paar, 6, Hellmuth-Hirth-Straße, Scharnhauser Park, Ostfildern, Landkreis Esslingen, Baden-Württemberg, 73760, Deutschland, Universität Hohenheim, Rübenäcker, Birkach, Birkach-Süd, Plieningen, Stuttgart, Baden-Württemberg, 70599, Deutschland"
University of the Witwatersrand,"University of the Witwatersrand; University of the Witwatersrand, Johannesburg",-26.1888766,28.0247912,3,"University of the Witwatersrand, Empire Road, Braamfontein, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
Shell,Shell; ASU,-25.28323465,-57.602774600000004,3,"Asunción, Distrito Capital, Región Oriental, Paraguay / Paraguái, Shell plc, Avenida Aviadores del Chaco, Ycuá Satí, Asunción, Distrito Capital, Región Oriental, 001410, Paraguay / Paraguái"
BIPC,BIPC,30.435736,49.1063427,3,"پتروشیمی بندرامام, دهستان بندر امام خمینی, بخش بندر امام خمینی, شهرستان بندر ماهشهر, استان خوزستان, 63571-36379, ایران"
Dow Inc.,Dow Inc.,14.4495397,120.9957662,3,"Dow Chemical Philippines, Inc., 2nd District, Las Piñas, Southern Manila District, Metro Manila, Philippines"
