affil_norm,suggested_loc_key,score,geocoded_label
university college london,university of liege,0.7272727272727273,University of Liege
university college london - torrington place,university college dublin,0.6376811594202898,University College Dublin
university college london - torrington place,university college cork,0.6268656716417911,University College Cork
university college of london,university college dublin,0.7924528301886793,University College Dublin
university college of london,university college cork,0.7843137254901961,University College Cork
university college of london,imperial college london,0.7450980392156863,Imperial College London
university college of london,university of wollongong,0.6923076923076923,University of Wollongong
university college of london,university of toronto,0.6938775510204082,University of Toronto
university hospital cologne,university of bologna,0.75,University of Bologna
university hospital cologne,university of houston,0.7083333333333334,University of Houston
university hospital cologne,university of south carolina,0.6181818181818182,University of South Carolina
university hospital cologne,university of wollongong,0.7058823529411765,University of Wollongong
university hospital cologne,university of toronto,0.6666666666666666,University of Toronto
university of alberta  edmonton  canada,university of alberta,0.7,University of Alberta
university of alberta  edmonton  canada,university of salamanca,0.6774193548387096,University of Salamanca
university of alberta  edmonton  canada,university of vermont,0.6666666666666666,University of vermont
university of alberta  edmonton  canada,university of aberdeen,0.6557377049180327,University of Aberdeen
university of alberta  edmonton  canada,university of bremen,0.6101694915254238,University of Bremen
university of blumenau - furb,university of bremen,0.7346938775510204,University of Bremen
university of blumenau - furb,university of maribor,0.64,University of Maribor
university of blumenau - furb,university of bologna,0.72,University of Bologna
university of blumenau - furb,university of luxembourg,0.7169811320754716,University of Luxembourg
university of blumenau - furb,university of ar,0.7111111111111111,University of AR
university of california technical institute,university of california davis,0.7297297297297297,University of California Davis
university of california technical institute,"university of california, merced",0.7368421052631579,"University of California, Merced"
university of california technical institute,"university of california, irvine",0.7368421052631579,"University of California, Irvine"
university of california technical institute,university of california san diego,0.6666666666666666,University of California San Diego
university of california technical institute,university of california santa cruz,0.7088607594936709,University of California Santa Cruz
university of capet town,university of dayton,0.8181818181818182,University of Dayton
university of capet town,university of pretoria,0.782608695652174,University of Pretoria
university of capet town,university of iowa,0.7619047619047619,University of Iowa
university of capet town,university of vermont,0.7111111111111111,University of vermont
university of capet town,university of toronto,0.7555555555555555,University of Toronto
university of chemical technology and metallurgy,university of chemistry and technology in prague,0.7083333333333334,University of Chemistry and Technology in Prague
university of chemical technology and metallurgy,beijing university of chemical technology,0.7415730337078652,Beijing University of Chemical Technology
university of chemical technology and metallurgy,university of science and technology,0.6904761904761905,University of Science and Technology
university of chemical technology and metallurgy,institute of chemical technology mumbai,0.6666666666666666,Institute of Chemical Technology Mumbai
university of chemical technology and metallurgy,university of science and technology of china,0.6666666666666666,University of Science and Technology of China
university of chicago,university of michigan,0.8372093023255814,University of Michigan
university of chicago,university of illinois chicago,0.8235294117647058,University of Illinois Chicago
university of chicago,university of iowa,0.8205128205128205,University of Iowa
university of chicago,university of ar,0.8108108108108109,University of AR
university of chicago,university of calgary,0.8095238095238095,University of Calgary
university of chile,university of maine,0.8421052631578947,University of Maine
university of chile,university of liege,0.8421052631578947,University of Liege
university of chile,university of leeds,0.8421052631578947,University of Leeds
university of chile,university of michigan,0.8292682926829268,University of Michigan
university of chile,university of hawaii,0.8205128205128205,University of Hawaii
university of colorado anschutz medical campus,university of colorado boulder,0.6578947368421053,University of Colorado Boulder
university of colorado anschutz medical campus,university of colorado denver,0.6666666666666666,University of Colorado Denver
university of colorado anschutz medical campus,university of california los angeles,0.5365853658536586,University of California Los Angeles
university of colorado anschutz medical campus,university of texas medical branch,0.65,University of Texas Medical Branch
university of colorado anschutz medical campus,the university of texas at el paso,0.6,The University of Texas at El Paso
university of colorado denver - anschutz medical campus,university of colorado denver,0.6904761904761905,University of Colorado Denver
university of colorado denver - anschutz medical campus,university of colorado boulder,0.611764705882353,University of Colorado Boulder
university of colorado denver anschutz medical campus,university of colorado denver,0.7073170731707317,University of Colorado Denver
university of colorado denver anschutz medical campus,university of colorado boulder,0.6265060240963856,University of Colorado Boulder
university of colorado school of medicine,university of colorado boulder,0.7323943661971831,University of Colorado Boulder
university of colorado school of medicine,washington university school of medicine,0.7160493827160493,Washington University School of Medicine
university of colorado school of medicine,university of colorado denver,0.7428571428571429,University of Colorado Denver
university of colorado school of medicine,wake forest school of medicine,0.676056338028169,Wake Forest School of Medicine
university of colorado school of medicine,university of california san diego,0.6666666666666666,University of California San Diego
university of east london,university of waterloo,0.7659574468085106,University of Waterloo
university of east london,university of dayton,0.8,University of Dayton
university of east london,university of toronto,0.782608695652174,University of Toronto
university of east london,university of houston,0.782608695652174,University of Houston
university of east london,university of wollongong,0.7755102040816326,University of Wollongong
university of erlangen-nuremberg,university of luxembourg,0.75,University of Luxembourg
university of erlangen-nuremberg,university of gothenburg,0.7142857142857143,University of Gothenburg
university of erlangen-nuremberg,university of delaware,0.7037037037037037,University of Delaware
university of erlangen-nuremberg,university of bremen,0.6923076923076923,University of Bremen
university of erlangen-nuremberg,university of tennessee,0.6909090909090909,University of Tennessee
university of florida student chapter,university of colorado denver,0.7272727272727273,University of Colorado Denver
university of florida student chapter,university of florida,0.7241379310344828,University of Florida
university of florida student chapter,university of california santa cruz,0.7222222222222222,University of California Santa Cruz
university of florida student chapter,university of colorado boulder,0.6865671641791045,University of Colorado Boulder
university of florida student chapter,university of rochester,0.6666666666666666,University of Rochester
university of hohenheim,university of copenhagen,0.8085106382978723,University of Copenhagen
university of hohenheim,university of oregon,0.7906976744186046,University of Oregon
university of hohenheim,university of rochester,0.782608695652174,University of Rochester
university of hohenheim,university of houston,0.7727272727272727,University of Houston
university of hohenheim,university of gothenburg,0.7659574468085106,University of Gothenburg
university of illinois  urbana-champaign,university of illinois chicago,0.7714285714285715,University of Illinois Chicago
university of illinois  urbana-champaign,university of illinois,0.7096774193548387,University of Illinois
university of illinois  urbana-champaign,university of nottingham,0.59375,University of Nottingham
university of illinois  urbana-champaign,university of isfahan,0.5901639344262295,University of Isfahan
university of illinois  urbana-champaign,university of michigan,0.5806451612903226,University of Michigan
university of illinois at urbana champaign,university of illinois chicago,0.75,University of Illinois Chicago
university of illinois at urbana champaign,university of illinois,0.6875,University of Illinois
university of illinois at urbana champaign,university of california davis,0.5277777777777778,University of California Davis
university of illinois at urbana champaign,university of nottingham,0.5757575757575758,University of Nottingham
university of illinois at urbana champaign,university of notre dame,0.5757575757575758,University of Notre dame
university of illinois at urbana-champaign,university of illinois chicago,0.75,University of Illinois Chicago
university of illinois at urbana-champaign,university of illinois,0.6875,University of Illinois
university of illinois at urbana-champaign,university of nottingham,0.5757575757575758,University of Nottingham
university of illinois at urbana-champaign,university of isfahan,0.6031746031746031,University of Isfahan
university of illinois at urbana-champaign,university of michigan,0.5625,University of Michigan
university of illinois at urbana-champain,university of illinois chicago,0.7323943661971831,University of Illinois Chicago
university of illinois at urbana-champain,university of illinois,0.6984126984126984,University of Illinois
university of illinois at urbana-champain,university of nottingham,0.5846153846153846,University of Nottingham
university of illinois at urbana-champain,university of isfahan,0.6129032258064516,University of Isfahan
university of illinois at urbana-champain,university of texas at austin,0.6285714285714286,University of Texas at Austin
university of illinois laboratory high school,university of illinois chicago,0.72,University of Illinois Chicago
university of illinois laboratory high school,university of illinois,0.6567164179104478,University of Illinois
university of illinois laboratory high school,university of colorado boulder,0.5333333333333333,University of Colorado Boulder
university of illinois laboratory high school,university of strathclyde,0.5428571428571428,University of Strathclyde
university of illinois laboratory high school,university of north texas,0.6,University of North Texas
university of illinois urbana champaign,university of illinois chicago,0.782608695652174,University of Illinois Chicago
university of illinois urbana champaign,university of illinois,0.7213114754098361,University of Illinois
university of illinois urbana champaign,university of nottingham,0.6031746031746031,University of Nottingham
university of illinois urbana champaign,university of isfahan,0.6,University of Isfahan
university of illinois urbana champaign,university of california davis,0.5507246376811594,University of California Davis
university of illinois urbana-champaign,university of illinois chicago,0.782608695652174,University of Illinois Chicago
university of illinois urbana-champaign,university of illinois,0.7213114754098361,University of Illinois
university of illinois urbana-champaign,university of nottingham,0.6031746031746031,University of Nottingham
university of illinois urbana-champaign,university of isfahan,0.6,University of Isfahan
university of illinois urbana-champaign,university of michigan,0.5901639344262295,University of Michigan
university of iowa aiche student chapter,university of rochester,0.6984126984126984,University of Rochester
university of iowa aiche student chapter,the university of manchester,0.6470588235294118,The University of Manchester
university of iowa aiche student chapter,university of minnesota twin cities,0.64,University of Minnesota Twin Cities
university of iowa aiche student chapter,university of massachusetts amherst,0.56,University of Massachusetts Amherst
university of iowa aiche student chapter,university of california santa cruz,0.64,University of California Santa Cruz
university of kentucky accelerator laboratory,university of kentucky,0.6567164179104478,University of Kentucky
university of kentucky accelerator laboratory,university of canterbury,0.6086956521739131,University of Canterbury
university of kentucky accelerator laboratory,university of toronto,0.6060606060606061,University of Toronto
university of kentucky accelerator laboratory,university of calgary,0.6060606060606061,University of Calgary
university of kentucky accelerator laboratory,university of alberta,0.5757575757575758,University of Alberta
university of kwazulu-natal,university of kansas,0.7659574468085106,University of Kansas
university of kwazulu-natal,university of utah,0.7555555555555555,University of Utah
university of kwazulu-natal,university of arizona,0.75,University of Arizona
university of kwazulu-natal,university of tulsa,0.7391304347826086,University of Tulsa
university of kwazulu-natal,university of waterloo,0.6938775510204082,University of Waterloo
university of lisbon,university of iowa,0.8421052631578947,University of Iowa
university of lisbon,university of wisconsin,0.8372093023255814,University of Wisconsin
university of lisbon,university of maribor,0.8292682926829268,University of Maribor
university of lisbon,university of isfahan,0.8292682926829268,University of Isfahan
university of lisbon,university of houston,0.8292682926829268,University of Houston
university of maryland  baltimore county,university of toronto,0.6557377049180327,University of Toronto
university of maryland  baltimore county,university of maribor,0.6557377049180327,University of Maribor
university of maryland  baltimore county,university of bayreuth,0.6451612903225806,University of Bayreuth
university of maryland  baltimore county,university of maryland-college park,0.6666666666666666,University of Maryland-College Park
university of maryland  baltimore county,university of oregon,0.6333333333333333,University of Oregon
university of maryland baltimore,university of maribor,0.7547169811320755,University of Maribor
university of maryland baltimore,university of maryland-college park,0.746268656716418,University of Maryland-College Park
university of maryland baltimore,university of maine,0.7058823529411765,University of Maine
university of maryland baltimore,university of delaware,0.6296296296296297,University of Delaware
university of maryland baltimore,university of dayton,0.6538461538461539,University of Dayton
university of maryland baltimore county,university of toronto,0.6666666666666666,University of Toronto
university of maryland baltimore county,university of maribor,0.6666666666666666,University of Maribor
university of maryland baltimore county,university of bayreuth,0.6557377049180327,University of Bayreuth
university of maryland baltimore county,university of maryland-college park,0.6756756756756757,University of Maryland-College Park
university of maryland baltimore county,university of oregon,0.6440677966101694,University of Oregon
university of maryland school of medicine,washington university school of medicine,0.7160493827160493,Washington University School of Medicine
university of maryland school of medicine,university of maryland-college park,0.6842105263157895,University of Maryland-College Park
university of maryland school of medicine,university of science and technology of china,0.6744186046511628,University of Science and Technology of China
university of maryland school of medicine,university of chemistry and technology in prague,0.651685393258427,University of Chemistry and Technology in Prague
university of maryland school of medicine,university of maine,0.6333333333333333,University of Maine
university of maryland-baltimore county,university of maryland-college park,0.7027027027027027,University of Maryland-College Park
university of maryland-baltimore county,university of toronto,0.6666666666666666,University of Toronto
university of maryland-baltimore county,university of maribor,0.6666666666666666,University of Maribor
university of maryland-baltimore county,university of bayreuth,0.6557377049180327,University of Bayreuth
university of maryland-baltimore county,university of oregon,0.6440677966101694,University of Oregon
university of massachusetts medical school,university of massachusetts lowell,0.8157894736842105,University of Massachusetts Lowell
university of massachusetts medical school,university of massachusetts amherst,0.8051948051948052,University of Massachusetts Amherst
university of massachusetts medical school,university of texas medical branch,0.7105263157894737,University of Texas Medical Branch
university of massachusetts medical school,university of mississippi medical center,0.7073170731707317,University of Mississippi Medical Center
university of massachusetts medical school,beijing university of chemical technology,0.6506024096385542,Beijing University of Chemical Technology
university of michigan ann arbor,university of michigan,0.8148148148148148,University of Michigan
university of michigan ann arbor,university of maribor,0.7547169811320755,University of Maribor
university of michigan ann arbor,university of cantabria,0.6909090909090909,University of Cantabria
university of michigan ann arbor,university of cincinnati,0.7142857142857143,University of Cincinnati
university of michigan ann arbor,university of canterbury,0.7142857142857143,University of Canterbury
university of missouri - columbia,university of missouri,0.8,University of Missouri
university of missouri - columbia,university of british columbia,0.7936507936507936,University of British Columbia
university of missouri - columbia,university of south carolina,0.7540983606557377,University of South Carolina
university of missouri - columbia,university of minnesota - duluth,0.7076923076923077,University of Minnesota - Duluth
university of missouri - columbia,university of southern california,0.696969696969697,University of Southern California
university of missouri columbia,university of missouri,0.8301886792452831,University of Missouri
university of missouri columbia,university of british columbia,0.819672131147541,University of British Columbia
university of missouri columbia,university of south carolina,0.7796610169491526,University of South Carolina
university of missouri columbia,university of southern california,0.71875,University of Southern California
university of missouri columbia,university of virginia,0.7169811320754716,University of Virginia
university of missouri-columbia,university of missouri,0.8301886792452831,University of Missouri
university of missouri-columbia,university of british columbia,0.7868852459016393,University of British Columbia
university of missouri-columbia,university of south carolina,0.7457627118644068,University of South Carolina
university of missouri-columbia,university of virginia,0.7169811320754716,University of Virginia
university of missouri-columbia,university of michigan,0.6792452830188679,University of Michigan
university of naples federico i,university of new mexico,0.7636363636363637,University of New Mexico
university of naples federico i,university of leeds,0.72,University of Leeds
university of naples federico i,university of limerick,0.7169811320754716,University of Limerick
university of naples federico i,university of tennessee,0.7037037037037037,University of Tennessee
university of naples federico i,university of warwick,0.6923076923076923,University of Warwick
university of naples federico ii,university of new mexico,0.75,University of New Mexico
university of naples federico ii,university of leeds,0.7058823529411765,University of Leeds
university of naples federico ii,university of limerick,0.7037037037037037,University of Limerick
university of naples federico ii,university of tennessee,0.6909090909090909,University of Tennessee
university of naples federico ii,university of warwick,0.6792452830188679,University of Warwick
university of natural resources and life sciences,university of minnesota twin cities,0.5,University of Minnesota Twin Cities
university of nebraska - lincoln,university of nebraska,0.8148148148148148,University of Nebraska
university of nebraska - lincoln,"university of nevada, reno",0.6551724137931034,"University of Nevada, Reno"
university of nebraska - lincoln,university of washington,0.7142857142857143,University of Washington
university of nebraska - lincoln,university of new mexico,0.7142857142857143,University of New Mexico
university of nebraska - lincoln,university of salamanca,0.6545454545454545,University of Salamanca
university of nebraska lincoln,university of nebraska,0.8461538461538461,University of Nebraska
university of nebraska lincoln,"university of nevada, reno",0.6785714285714286,"University of Nevada, Reno"
university of nebraska lincoln,university of washington,0.7407407407407407,University of Washington
university of nebraska lincoln,university of new mexico,0.7407407407407407,University of New Mexico
university of nebraska lincoln,university of salamanca,0.6792452830188679,University of Salamanca
university of nebraska medical center,university of mississippi medical center,0.7792207792207793,University of Mississippi Medical Center
university of nebraska medical center,university of texas medical branch,0.7605633802816901,University of Texas Medical Branch
university of nebraska medical center,university of nebraska,0.7457627118644068,University of Nebraska
university of nebraska medical center,university of connecticut health center,0.7105263157894737,University of Connecticut Health Center
university of nebraska medical center,"university of nevada, reno",0.6031746031746031,"University of Nevada, Reno"
university of nebraska-lincoln,university of nebraska,0.8461538461538461,University of Nebraska
university of nebraska-lincoln,university of washington,0.7407407407407407,University of Washington
university of nebraska-lincoln,university of salamanca,0.6792452830188679,University of Salamanca
university of nebraska-lincoln,"university of nevada, reno",0.6785714285714286,"University of Nevada, Reno"
university of nebraska-lincoln,university of vermont,0.5882352941176471,University of vermont
university of nebraska-lincoln  lincoln,university of nebraska,0.7213114754098361,University of Nebraska
university of nebraska-lincoln  lincoln,"university of nevada, reno",0.5846153846153846,"University of Nevada, Reno"
university of nebraska-lincoln  lincoln,university of wisconsin,0.5806451612903226,University of Wisconsin
university of nebraska-lincoln  lincoln,university of washington,0.6349206349206349,University of Washington
university of nebraska-lincoln  lincoln,university of cincinnati,0.6349206349206349,University of Cincinnati
university of nebraska-lincoln  ne  usa,university of nebraska,0.7213114754098361,University of Nebraska
university of nebraska-lincoln  ne  usa,university of kansas,0.576271186440678,University of Kansas
university of nebraska-lincoln  ne  usa,university of british columbia,0.6376811594202898,University of British Columbia
university of nebraska-lincoln  ne  usa,university of washington,0.6349206349206349,University of Washington
university of nebraska-lincoln  ne  usa,university of cincinnati,0.6349206349206349,University of Cincinnati
university of new mexico school of medicine,university of new mexico,0.7164179104477612,University of New Mexico
university of new mexico school of medicine,washington university school of medicine,0.6987951807228916,Washington University School of Medicine
university of new mexico school of medicine,university of wisconsin,0.6363636363636364,University of Wisconsin
university of new mexico school of medicine,university of new haven,0.6060606060606061,University of New Haven
university of new mexico school of medicine,university of new hampshire,0.5714285714285714,University of New Hampshire
university of north carolina at chapel hill and north carolina state university,university of north carolina at chapel hill,0.7049180327868853,University of North Carolina at Chapel Hill
university of north carolina at chapel hill and north carolina state university,north carolina agricultural and technical state university,0.656934306569343,North Carolina Agricultural & Technical State University
university of north carolina at chapel hill and north carolina state university,north carolina aandt state university,0.6379310344827587,North Carolina A&T State University
university of north carolina at greensboro,university of north carolina at chapel hill,0.7764705882352941,University of North Carolina at Chapel Hill
university of north carolina at greensboro,university of south carolina,0.7428571428571429,University of South Carolina
university of north carolina at greensboro,university of north texas,0.6567164179104478,University of North Texas
university of north carolina at greensboro,university of north dakota,0.6764705882352942,University of North Dakota
university of north carolina at greensboro,"university of nevada, reno",0.5882352941176471,"University of Nevada, Reno"
university of north carolina charlotte,university of north carolina at chapel hill,0.8148148148148148,University of North Carolina at Chapel Hill
university of north carolina charlotte,university of south carolina,0.7878787878787878,University of South Carolina
university of north carolina charlotte,university of north dakota,0.71875,University of North Dakota
university of north carolina charlotte,university of north texas,0.6984126984126984,University of North Texas
university of north carolina charlotte,university of british columbia,0.6764705882352942,University of British Columbia
university of notredame southbend,university of notre dame,0.8070175438596491,University of Notre dame
university of notredame southbend,university of oregon,0.7169811320754716,University of Oregon
university of notredame southbend,university of bremen,0.7169811320754716,University of Bremen
university of notredame southbend,university of new haven,0.6785714285714286,University of New Haven
university of notredame southbend,university of rhode island,0.711864406779661,University of Rhode Island
university of oklahoma health sciences center,university of connecticut health center,0.6904761904761905,University of Connecticut Health Center
university of oklahoma health sciences center,university of oklahoma,0.6567164179104478,University of Oklahoma
university of oklahoma health sciences center,the university of manchester,0.6027397260273972,The University of Manchester
university of oklahoma health sciences center,university of alabama in huntsville,0.575,University of Alabama in Huntsville
university of oklahoma health sciences center,the university of oklahoma,0.6197183098591549,The University of Oklahoma
university of pittsburgh school of medicine,washington university school of medicine,0.6987951807228916,Washington University School of Medicine
university of pittsburgh school of medicine,"university of pittsburgh, johnstown",0.717948717948718,"University of Pittsburgh, Johnstown"
university of pittsburgh school of medicine,university of british columbia,0.6575342465753424,University of British Columbia
university of pittsburgh school of medicine,university of south carolina,0.6197183098591549,University of South Carolina
university of pittsburgh school of medicine,wake forest school of medicine,0.6301369863013698,Wake Forest School of Medicine
university of puerto rico medical science campus,"university of puerto rico, mayaguez",0.6746987951807228,"University of Puerto Rico, Mayaguez"
university of puerto rico medical science campus,university of texas medical branch,0.6341463414634146,University of Texas Medical Branch
university of puerto rico medical science campus,state university of new york environmental science,0.5918367346938775,State University of New York Environmental Science
university of puerto rico medical science campus,university of southern maine,0.5263157894736842,University of Southern Maine
university of puerto rico medical science campus,university of pretoria,0.6,University of Pretoria
university of puerto rico rio piedras campus,"university of puerto rico, mayaguez",0.6835443037974683,"University of Puerto Rico, Mayaguez"
university of puerto rico rio piedras campus,university of pretoria,0.6363636363636364,University of Pretoria
university of puerto rico rio piedras campus,university of texas at austin,0.5753424657534246,University of Texas at Austin
university of ribeirão preto,university of maribor,0.7346938775510204,University of Maribor
university of ribeirão preto,university of pretoria,0.76,University of Pretoria
university of ribeirão preto,university of fribourg,0.72,University of Fribourg
university of ribeirão preto,university of oregon,0.75,University of Oregon
university of ribeirão preto,university of são paulo,0.7450980392156863,University of São Paulo
university of rochester medical center,university of mississippi medical center,0.7692307692307693,University of Mississippi Medical Center
university of rochester medical center,university of rochester,0.7540983606557377,University of Rochester
university of rochester medical center,university of connecticut health center,0.7012987012987013,University of Connecticut Health Center
university of rochester medical center,university of texas medical branch,0.7222222222222222,University of Texas Medical Branch
university of rochester medical center,university of southern maine,0.6363636363636364,University of Southern Maine
university of san diego,university of maine,0.8095238095238095,University of Maine
university of san diego,university of liege,0.8095238095238095,University of Liege
university of san diego,university of california san diego,0.8070175438596491,University of California San Diego
university of san diego,university of sydney,0.7906976744186046,University of Sydney
university of san diego,university of oregon,0.7906976744186046,University of Oregon
university of sayyed jamaleddin asadabadi,university of salamanca,0.65625,University of Salamanca
university of sayyed jamaleddin asadabadi,university of california davis,0.6197183098591549,University of California Davis
university of sayyed jamaleddin asadabadi,university of queensland,0.5230769230769231,University of Queensland
university of sayyed jamaleddin asadabadi,university of california san diego,0.5066666666666667,University of California San Diego
university of sayyed jamaleddin asadabadi,university of alabama,0.5806451612903226,University of Alabama
university of tennessee  knoxville,university of tennessee,0.8070175438596491,University of Tennessee
university of tennessee  knoxville,university of louisville,0.6896551724137931,University of Louisville
university of tennessee  knoxville,university of new haven,0.5614035087719298,University of New Haven
university of tennessee  knoxville,"university of the peloponnese,",0.65625,"University of the Peloponnese,"
university of tennessee  knoxville,university of texas rio grande valley,0.647887323943662,University of Texas Rio Grande Valley
university of tennessee institute of agriculture,university of tennessee,0.647887323943662,University of Tennessee
university of tennessee institute of agriculture,university of connecticut,0.6027397260273972,University of Connecticut
university of tennessee institute of agriculture,university of minnesota twin cities,0.5783132530120482,University of Minnesota Twin Cities
university of tennessee knoxville,university of tennessee,0.8214285714285714,University of Tennessee
university of tennessee knoxville,university of louisville,0.7017543859649122,University of Louisville
university of tennessee knoxville,university of new haven,0.5714285714285714,University of New Haven
university of tennessee knoxville,"university of the peloponnese,",0.6666666666666666,"University of the Peloponnese,"
university of tennessee knoxville,university of texas rio grande valley,0.6571428571428571,University of Texas Rio Grande Valley
university of tennessee oak ridge national lab,university of tennessee,0.6666666666666666,University of Tennessee
university of tennessee oak ridge national lab,university of texas rio grande valley,0.6265060240963856,University of Texas Rio Grande Valley
university of tennessee oak ridge national lab,university of minnesota twin cities,0.5679012345679012,University of Minnesota Twin Cities
university of tennessee oak ridge national lab,"university of nevada, reno",0.4722222222222222,"University of Nevada, Reno"
university of tennessee oak ridge national lab,university of engineering and technology lahore,0.4731182795698925,University of Engineering and Technology Lahore
university of tennessee-knoxville,university of tennessee,0.8214285714285714,University of Tennessee
university of tennessee-knoxville,university of louisville,0.7017543859649122,University of Louisville
university of tennessee-knoxville,"university of the peloponnese,",0.6666666666666666,"University of the Peloponnese,"
university of tennessee-knoxville,university of new mexico,0.631578947368421,University of New Mexico
university of tennessee-knoxville,university of pannonia,0.6545454545454545,University of Pannonia
university of tennessee-oak ridge innovation institute,university of minnesota twin cities,0.5842696629213483,University of Minnesota Twin Cities
university of texas at san antonio,university of texas at austin,0.7936507936507936,University of Texas at Austin
university of texas at san antonio,the university of texas at el paso,0.7352941176470589,The University of Texas at El Paso
university of texas at san antonio,the university of texas at tyler,0.7272727272727273,The University of Texas at Tyler
university of texas at san antonio,university of pannonia,0.7142857142857143,University of Pannonia
university of texas at san antonio,university of texas medical branch,0.7058823529411765,University of Texas Medical Branch
university of texas at san antonio  usa,university of texas at austin,0.7647058823529411,University of Texas at Austin
university of texas at san antonio  usa,the university of texas at el paso,0.684931506849315,The University of Texas at El Paso
university of texas at san antonio  usa,university of pannonia,0.6885245901639344,University of Pannonia
university of texas at san antonio  usa,the university of texas at tyler,0.676056338028169,The University of Texas at Tyler
university of texas at san antonio  usa,university of texas medical branch,0.6575342465753424,University of Texas Medical Branch
university of the western cape,university of southern maine,0.7586206896551724,University of Southern Maine
university of the western cape,university of tennessee,0.7547169811320755,University of Tennessee
university of the western cape,university of rochester,0.7547169811320755,University of Rochester
university of the western cape,university of western australia,0.7540983606557377,University of Western Australia
university of the western cape,university of the witwatersrand,0.7540983606557377,University of the Witwatersrand
university of the witwatersrand  johannesburg,university of the witwatersrand,0.8157894736842105,University of the Witwatersrand
university of the witwatersrand  johannesburg,"university of the peloponnese,",0.64,"University of the Peloponnese,"
university of the witwatersrand  johannesburg,university of gothenburg,0.6376811594202898,University of Gothenburg
university of the witwatersrand  johannesburg,university of southern maine,0.5753424657534246,University of Southern Maine
university of the witwatersrand  johannesburg,university of rhode island,0.6197183098591549,University of Rhode Island
university of twente,university of tennessee,0.8372093023255814,University of Tennessee
university of twente,university of vermont,0.8292682926829268,University of vermont
university of twente,university of toronto,0.8292682926829268,University of Toronto
university of twente,university of munster,0.8292682926829268,University of Munster
university of twente,university of tartu,0.8205128205128205,University of Tartu
university of utah  assistant professor,university of washington,0.6031746031746031,University of Washington
university of utah  assistant professor,university of munster,0.6,University of Munster
university of utah  assistant professor,university of utah,0.631578947368421,University of Utah
university of utah  assistant professor,university of southern mississippi,0.6301369863013698,University of Southern Mississippi
university of utah  assistant professor,the university of texas at el paso,0.6301369863013698,The University of Texas at El Paso
university of wisconsin   madison,"university of wisconsin-madison, madison",0.8493150684931506,"University of Wisconsin-Madison, Madison"
university of wisconsin   madison,university of wisconsin,0.8214285714285714,University of Wisconsin
university of wisconsin   madison,university of wisconsin-milwaukee,0.7575757575757576,University of Wisconsin-Milwaukee
university of wisconsin   madison,university of southern maine,0.7213114754098361,University of Southern Maine
university of wisconsin   madison,university of washington,0.631578947368421,University of Washington
university of zurich,university of utah,0.8421052631578947,University of Utah
university of zurich,university of ar,0.8333333333333334,University of AR
university of zurich,university of warwick,0.8292682926829268,University of Warwick
university of zurich,university of turku,0.8205128205128205,University of Turku
university of zurich,university of pau,0.8108108108108109,University of Pau
universität leipzig,university of liege,0.6842105263157895,University of Liege
universität leipzig,university of michigan,0.6341463414634146,University of Michigan
universität leipzig,university of limerick,0.6341463414634146,University of Limerick
universität leipzig,university of pavia,0.5789473684210527,University of Pavia
universität leipzig,university of miami,0.631578947368421,University of Miami
université catholique de louvain   place l  pasteur 1,universite catholique de louvain,0.7294117647058823,Universite Catholique de Louvain
université catholique de louvain  place l  pasteur 1,universite catholique de louvain,0.7380952380952381,Universite Catholique de Louvain
université claude bernard lyon i,université de sherbrooke,0.6428571428571429,Université de Sherbrooke
université claude bernard lyon i,university at buffalo,0.6037735849056604,University at Buffalo
université côte d azur,university of ar,0.6842105263157895,University of AR
université côte d azur,university of pau,0.6666666666666666,University of Pau
université côte d azur,university of notre dame,0.6521739130434783,University of Notre dame
université côte d azur,university of canterbury,0.6521739130434783,University of Canterbury
université côte d azur,university college dublin,0.6382978723404256,University College Dublin
université de lorraine,university of maine,0.7317073170731707,University of Maine
université de lorraine,university of florida,0.6976744186046512,University of Florida
université de lorraine,university of liege,0.6829268292682927,University of Liege
université de lorraine,university of delaware,0.6818181818181818,University of Delaware
université de lorraine,university of surrey,0.6666666666666666,University of Surrey
université de lorraine  cnrs,university of maine,0.6382978723404256,University of Maine
université de lorraine  cnrs,university of colorado denver,0.45614035087719296,University of Colorado Denver
université de lorraine  cnrs,university of oregon,0.5833333333333334,University of Oregon
université de lorraine  cnrs,university of florida,0.6122448979591837,University of Florida
université de lorraine  cnrs,université grenoble alpes,0.6037735849056604,Université Grenoble Alpes
université de lyon,university of dayton,0.7368421052631579,University of Dayton
université de lyon,university of wyoming,0.717948717948718,University of Wyoming
université de lyon,université de sherbrooke,0.7142857142857143,Université de Sherbrooke
université de lyon,universidade de lisboa,0.7,Universidade De Lisboa
université de lyon,university of rhode island,0.6818181818181818,University of Rhode Island
us doe national energy technology laboratory,national renewable energy laboratory,0.65,National Renewable Energy Laboratory
us doe national energy technology laboratory,national chemical laboratory,0.6388888888888888,National Chemical Laboratory
us doe national energy technology laboratory,idaho national laboratory,0.6376811594202898,Idaho National Laboratory
us doe national energy technology laboratory,national university of technology,0.6233766233766234,National University of Technology
us doe national energy technology laboratory,los alamos national laboratory,0.6216216216216216,Los Alamos National Laboratory
utrecht university,trine university,0.8235294117647058,Trine University
utrecht university,maastricht university,0.8205128205128205,Maastricht University
utrecht university,purdue university,0.8,Purdue University
utrecht university,southwest university,0.7894736842105263,Southwest University
utrecht university,duke university,0.7878787878787878,Duke University
