mapped,count,label,latitude,longitude,top_authors
eindhoven university of technology,2,Eindhoven University of Technology,51.4486602,5.4903996,Maxime Van der Heijden
evonik corporation,2,Evonik Corporation,39.5447547,-76.0986196,Ryan Morrison
escola politécnica da universidade de são paulo,2,escola politécnica da universidade de são paulo,,,Heloisa Bortolini
strategic analysis  inc,2,strategic analysis  inc,,,Yaset Acevedo
stockholm university,2,Stockholm University,59.3398917,18.03275263333333,Maja-Stina Svanberg Frisinger
state university of new york environmental science,2,State University of New York Environmental Science,43.03120034,-76.1321552,Jiae Ryu
state univ of new york-buffalo,2,state univ of new york-buffalo,,,Paschalis Alexandridis
spx flow mixing solutions,2,spx flow mixing solutions,,,Richard Cope
spx flow,2,SPX FLOW,-23.6716178,-46.5565992,Sarah Lanzafame
southern arkansas university,2,Southern Arkansas University,33.2898495,-93.2360008,Abbas Azarpour
south asian university,2,south asian university,,,Akanksha Jain
soochow university,2,soochow university,,,Jie Xiao
soka university of america,2,Soka University of America,33.5546752,-117.7347405,Junichi Ida
software for chemistry and materials,2,software for chemistry and materials,,,Nestor Aguirre
snapdragon chemistry-cambrex,2,snapdragon chemistry-cambrex,,,Jillian Sheeran
snapdragon chemistry inc,2,snapdragon chemistry inc,,,Ali Hasan
sinopec research institute of petroleum processing,2,sinopec research institute of petroleum processing,,,Wenming Liu
sinopec,2,SINOPEC,-0.3476216,-77.0107652,Xiaoqiao Zhang
singapore university of technology and design,2,singapore university of technology and design,,,Mei Chee Tan
siddaganga institute of technology,2,Siddaganga Institute of Technology,13.3285139,77.1265772,Kang Zhou
dr vishwanath karad mit world peace university,2,dr vishwanath karad mit world peace university,,,Ruchi Mathad
dps group global,2,dps group global,,,Jeffrey Heil
doe ne,2,doe ne,,,James L. Willit
doe great lakes bioenergy research center  university of wisconsin-madison,2,doe great lakes bioenergy research center  university of wisconsin-madison,,,Christos Maravelias
dlr,2,DLR,33.80123545,-117.88532445,Hasan Mashni
salvador garcia munoz eli lilly and company,2,salvador garcia munoz eli lilly and company,,,Salvador García-Muñoz
shell international eandp,2,shell international eandp,,,Kuochen Tsai
serán bioscience,2,serán bioscience,,,Ryan Mowry
science history institute,2,science history institute,,,Roger Turner
schrödinger,2,Schrödinger,1.35336195,103.9273249,Alex Chew
school of chemical engineering  dalian university of technology,2,school of chemical engineering  dalian university of technology,,,Shiya Gu
school of chemical and biomolecular engineering,2,school of chemical and biomolecular engineering,,,Javaz Rolle
saudi aramco oil company,2,saudi aramco oil company,,,Qi Xu
u s  army engineer research and development center,2,u s  army engineer research and development center,,,Audie Thompson
tunghai university,2,Tunghai University,24.1788982,120.6045034,Jo-Shu Chang
tu delft,2,TU Delft,52.016043475,4.358393925,Gabriel Meesters
totalenergies cstjf,2,totalenergies cstjf,,,Lingfei Xu
the webb schools,2,the webb schools,,,Ruotong Gao
drury university,2,drury university,,,Briella Riley
spartan controls ltd,2,spartan controls ltd,,,Abhinav Garg
southwest university,2,Southwest University,29.8232371,106.4195884,Xiang Zou
rollins college,2,rollins college,,,Michael Webb
rice,2,rice,,,Sam Nance
rescale,2,rescale,,,Tara Madhyastha
remora carbon,2,remora carbon,,,Kasturi Nagesh Pai
universidad autónoma metropolitana unidad iztapalapa,2,universidad autónoma metropolitana unidad iztapalapa,,,Gabriel Contreras-Zarazúa
unal-med student chapter in colombia,2,unal-med student chapter in colombia,,,Aura Ramirez
umass amherst,2,umass amherst,,,Henning Winter
ucr,2,ucr,,,Xiaoyang Zhao
ucl,2,ucl,,,Peyman Z. Moghadam
u.s. army,2,U.S. Army,40.6009249,-74.0599166,Alexa Lynch
u s dept  of energy,2,u s dept  of energy,,,William Aljoe
sandp global,2,sandp global,,,Tianyu Chen
fau,2,FAU,26.3743445,-80.1027236,Alexander Ditter
facultad de química,2,facultad de química,,,David Posadas Navarro
"faculdade de engenharia, universidade do porto",2,"Faculdade de Engenharia, Universidade do Porto",41.1784933,-8.5961974,Diogo Rodrigues
samsung advanced institute of technology,2,samsung advanced institute of technology,,,Su Keun Kuk
universidad nacional mayor de san marcos,2,universidad nacional mayor de san marcos,,,Claudia N. Sierra Huallpayunca
universidad nacional de ingeniería,2,universidad nacional de ingeniería,,,Gustavo Perez
universidad nacional de colombia   sede medellín  facultad de minas,2,universidad nacional de colombia   sede medellín  facultad de minas,,,Luis F. Vallejo-Molina
department of chemical engineering tsinghua university,2,department of chemical engineering tsinghua university,,,Cui Shitong
department of chemical engineering  university of michigan,2,department of chemical engineering  university of michigan,,,Eranda Nikolla
department of chemical engineering  university of california-santa barbara,2,department of chemical engineering  university of california-santa barbara,,,Matthew Helgeson
department of chemical engineering  texas aandm university at qatar p  o  box 23874,2,department of chemical engineering  texas aandm university at qatar p  o  box 23874,,,Konstantinos E. Kakosimos
department of chemical and biomolecular engineering  university of delaware  newark,2,department of chemical and biomolecular engineering  university of delaware  newark,,,Tristan Myers
department of chemical and biomolecular engineering  new york university tandon school of engineering  brooklyn  new york  11201  usa,2,department of chemical and biomolecular engineering  new york university tandon school of engineering  brooklyn  new york  11201  usa,,,Dustin Britton
david a  rockstraw  ph  d   p  e   inc,2,david a  rockstraw  ph  d   p  e   inc,,,David Rockstraw
s p college,2,s p college,,,Siddhi Manjarekar
rutgers  the state university of nj,2,rutgers  the state university of nj,,,Diane Hildebrandt
rutgers  the state university of new jersey- new brunswick,2,rutgers  the state university of new jersey- new brunswick,,,Ali Ahmad
ruhr-university bochum,2,Ruhr-University Bochum,51.4441576,7.2609654,Philip Biessey
rowan-virtua school of translational biomedical engineering and sciences,2,rowan-virtua school of translational biomedical engineering and sciences,,,Camila Vardar
rose-hulman institute of technology,2,rose-hulman institute of technology,,,Andrew Sander
rcpe gmbh,2,rcpe gmbh,,,Johan Remmelgas
rapid manufacturing institute,2,rapid manufacturing institute,,,Patricia Gillenwater
rajiv gandhi institute of petroleum technology,2,rajiv gandhi institute of petroleum technology,,,Aditya Kashyap
queensland university of technology,2,queensland university of technology,,,Andreia Abadia Borges Carneiro
qatar environment and energy research institute  hamad bin khalifa university  qatar foundation  p o  box 34110,2,qatar environment and energy research institute  hamad bin khalifa university  qatar foundation  p o  box 34110,,,Ahmed Abotaleb
qatar environment and energy research institute,2,qatar environment and energy research institute,,,Mosab Subeh
purdue university institute of cancer research,2,purdue university institute of cancer research,,,Sung-Ho Shin
psu,2,psu,,,Aylin Mohammadzadehmarandi
prony resources new caledonia  usine du grand sud route de kwa neie  prony bp 218,2,prony resources new caledonia  usine du grand sud route de kwa neie  prony bp 218,,,Okechukwu Dickson
procter and gamble co.,2,Procter and Gamble Co.,41.5966797,-76.0207527,Victor Wu
process systems engineering   rwth aachen university,2,process systems engineering   rwth aachen university,,,Jan Pyschik
google,2,google,,,Utkarsh Shah
global manufacturing engineer iff,2,global manufacturing engineer iff,,,Erik Gommeren
colorado school of mines - cbe,2,colorado school of mines - cbe,,,Kevin Cash
universite de toulouse,2,universite de toulouse,,,Micheline Abbas
universite de pau et des pays de l adour  e2s uppa  latep,2,universite de pau et des pays de l adour  e2s uppa  latep,,,Alix Untrau
georgetown university,2,georgetown university,,,Lucas Hildebrand Pires da Cunha
genetic engineering and biotechnology research division  national research centre,2,genetic engineering and biotechnology research division  national research centre,,,Shimaa R. Hamed
freeman technology,2,Freeman Technology,40.5206252,-111.9448791,Amalia Thomas
forge nano,2,forge nano,,,Brandon Castro
preferred computational chemistry,2,preferred computational chemistry,,,Taku Watanabe
posgrado en ciencias bioquímicas  unam,2,posgrado en ciencias bioquímicas  unam,,,Fernando Montalvo-Sandoval
pontificia universidad catolica de chile,2,Pontificia Universidad Catolica de Chile,-33.4517715,-70.6185639,Enrique Munoz
pontifical catholic university of rio grande do sul,2,pontifical catholic university of rio grande do sul,,,Leonardo Barbosa Martins
cooper union for the advancement of science and art,2,cooper union for the advancement of science and art,,,Rachel Lee
intec,2,intec,,,Diego Cafaro
instituto polite cnico nacional,2,instituto polite cnico nacional,,,Cristofher A. Arroyo-Hernández
korea institute of science and technology  korea university,2,korea institute of science and technology  korea university,,,Sang Soo Han
king mongkuts institute of technology ladkrabang,2,King Mongkut's Institute of Technology Ladkrabang,13.7299068,100.7829827,Bunyarit Meksiriporn
karolinska institutet,2,karolinska institutet,,,Georgios A. Sotiriou
continuus pharmaceuticals,2,continuus pharmaceuticals,,,Wei Wu
reaction engineering international,2,reaction engineering international,,,Zhonghua Zhan
pfizer  inc,2,pfizer  inc,,,Sheetal Pai-Wechsung
pd2m,2,pd2m,,,Dana Alhasson
paul scherrer institute,2,Paul Scherrer Institute,47.5358954,8.222218,Man Guo
particulate solid research  inc,2,particulate solid research  inc,,,Allan Issangya
particles in motion,2,particles in motion,,,Ray Cocco
harvey mudd college,2,harvey mudd college,,,Ananya Venkatachalam
harris lab at purdue university,2,harris lab at purdue university,,,Jad Khansa
citrine informatics,2,citrine informatics,,,Mark Sullivan
chevron technical center,2,chevron technical center,,,Hariprasad J. Subramani
chevron research,2,Chevron Research,30.4619848,-97.7934639,Elizabeth Jensen
university of cantabria,2,University of Cantabria,43.4714973,-3.8018803,Sudip Chakraborty
curtin university,2,curtin university,,,Arash Arami-Niya
csir - indian institute of chemical technology,2,csir - indian institute of chemical technology,,,Venugopal Akula
corporate research and development  sabic,2,corporate research and development  sabic,,,Abdulrahman Alzailaie
corning incorporated,2,corning incorporated,,,Sandeep Viswanathan
georgia southern university,2,Georgia Southern University,32.4214381,-81.7845053,Sidong Lei
center for structural molecular biology  oak ridge national laboratory,2,center for structural molecular biology  oak ridge national laboratory,,,Sai Venkatesh Pingali
center for environmentally beneficial catalysis,2,center for environmentally beneficial catalysis,,,Nigel Twi-Yeboah
celanese,2,Celanese,34.2834261,-85.1607836,Adam Gottlieb
ccny grove school of engineering,2,ccny grove school of engineering,,,Sistine Angela Padon
university of leeds,2,University of Leeds,53.8057925,-1.555111,Andrew Bayly
university of hawaii,2,University of Hawaii,21.3320662,-157.9218882,Garrett Roell
university of fribourg,2,University of Fribourg,46.793058,7.157106,Marco Lattuada
university of florida student chapter,2,university of florida student chapter,,,Flynn Baliton
university of copenhagen,2,University of Copenhagen,55.6801502,12.572327,Satyasaran Changdar
coanda research and development corporation,2,coanda research and development corporation,,,Clara Gomez
climeworks,2,climeworks,,,Aaron Moran
clariant,2,clariant,,,Teerawit Prasomsri
pluspetrol,2,pluspetrol,,,Ramiro Canchucaja
plug power inc,2,plug power inc,,,Fan Yang
phosphorus wastewater treatment project,2,phosphorus wastewater treatment project,,,Ria Patel
pfizer worldwide research and development  445 eastern point road  groton  connecticut 06340  usa,2,pfizer worldwide research and development  445 eastern point road  groton  connecticut 06340  usa,,,Kakasaheb Nandiwale
novo nordisk,2,novo nordisk,,,Ethan Eschbach
gyeongsang national university,2,gyeongsang national university,,,Hiluf Tekle Fissaha
guangzhou institute of energy conversion  chinese academy of sciences,2,guangzhou institute of energy conversion  chinese academy of sciences,,,Xinshu Zhuang
guangzhou institute of energy conversion,2,guangzhou institute of energy conversion,,,Yuhe Liao
institute for sustainability and circular economy  texas tech university,2,institute for sustainability and circular economy  texas tech university,,,Alamgir M Haque
institute for chemical technology and polymer chemistry  karlsruhe institute of technology,2,institute for chemical technology and polymer chemistry  karlsruhe institute of technology,,,Daniel Hodonj
institute for carbon management,2,institute for carbon management,,,Gaurav Sant
ingredion incorporated,2,ingredion incorporated,,,Karsten Keller
m-star cfd,2,m-star cfd,,,Eric E. Janz
lund university,2,Lund University,55.7126504,13.2107587,Frederik Ossler
lbnl,2,lbnl,,,Donald DePaolo
butler university,2,butler university,,,Shea Bailey
chemical and biomolecular engineering  university of delaware,2,chemical and biomolecular engineering  university of delaware,,,Charlotte Gottilla
chapman university,2,chapman university,,,E. Daniel Cárdenas-Vásquez
central south university,2,central south university,,,Ge Li
center for synthetic biology,2,center for synthetic biology,,,Margaret Guilarte-Silva
noaa pmel,2,noaa pmel,,,Cheryl Reuben
nl chemical technology  inc,2,nl chemical technology  inc,,,Norman Li
ningbo tech university,2,ningbo tech university,,,Congjing Ren
honeywell uop,2,honeywell uop,,,Rajasi Shukre
hiroshima university at japan,2,hiroshima university at japan,,,Yukihiko Matsumura
university of natural resources and life sciences,2,university of natural resources and life sciences,,,Tobias Pröll
university of missouri - columbia,2,university of missouri - columbia,,,Emma McDougal
carnegie mellon univeristy,2,carnegie mellon univeristy,,,Arsh Bhatia
canmetenergy,2,canmetenergy,,,Tingyong Xing
california inst of technology,2,california inst of technology,,,John Brady
california baptist university,2,california baptist university,,,Priscilla Lee
c-sops  department of chemical and biochemical engineering  rutgers  the state university of new jersey,2,c-sops  department of chemical and biochemical engineering  rutgers  the state university of new jersey,,,James Scicolone
pacific northwest national laboratory  richland  wa,2,pacific northwest national laboratory  richland  wa,,,Gregg Lumetta
ornl,2,ORNL,36.0151754,-84.2484495,Alexis Williams
oli systems inc,2,oli systems inc,,,Yifan Hao
oli systems  inc,2,oli systems  inc,,,David Miller
nexight group,2,nexight group,,,Jack Tinsley
new york university  tandon school of engineering,2,new york university  tandon school of engineering,,,Dharik Mallapragada
ncsu,2,ncsu,,,Negin Orouji
nc state,2,nc state,,,Riley Basinger
natural resources canada  canmetenergy,2,natural resources canada  canmetenergy,,,Hamid Radfarnia
national university of technology,2,National University of Technology,33.6632271,73.0065016,Lei Wang
national tsing hua university,2,national tsing hua university,,,Yu-Chen Hu
national institute of advanced industrial science and technology,2,national institute of advanced industrial science and technology,,,Thuy Nguyen
university of queensland,2,University of Queensland,-27.5087934,153.02560985,Byron Villacorta
university of puerto rico medical science campus,2,university of puerto rico medical science campus,,,Torsten Stelzer
university of patras,2,University of Patras,38.2869279,21.7851062,Sophia Minadaki
brimstone energy,2,brimstone energy,,,Joshua W. Allen
braskem america,2,Braskem America,29.7077186,-95.0784345,Rajarshi Bandyopadhyay
borsodchem ltd,2,borsodchem ltd,,,Benjámin Csorba
bogazici university,2,Bogazici University,41.0832733,29.0505009,Betul Uralcan
north carolina agricultural and technical state university,2,North Carolina Agricultural & Technical State University,36.071873825,-79.773697625,Jonathan Appiah
national fuel cell research center,2,national fuel cell research center,,,Iryna Zenyuk
national energy technology laboratory netl support contractor,2,national energy technology laboratory netl support contractor,,,Daejin Kim
iith,2,iith,,,Akshay Tikoo
iit ism dhanbad,2,IIT (ISM) Dhanbad,23.8148779,86.4425786,Ashok Das
ials consulting,2,ials consulting,,,Irene Legiec
hovione farmaciência sa,2,hovione farmaciência sa,,,Rodrigo Neto
national chemical laboratory,2,National Chemical Laboratory,18.5414362,73.8107557,Muzammilanwar Khan
university of southern maine,2,University of Southern Maine,43.6832708,-70.4496829,Scott Eaton
university of science and technology of china,2,University of Science and Technology of China,31.8234166,117.2758194,Wuhuan Li
university of science and technology,2,University of Science and Technology,15.3705392,44.1750664,Kang-Seok Go
bits pilani k k birla goa campus,2,bits pilani k k birla goa campus,,,Sundari Ramji
"bit mesra, ranchi - 835215",2,"BIT Mesra, Ranchi - 835215",23.4175695,85.4394094,Dr. Aniruddha Deb
biofine technology llc,2,biofine technology llc,,,Stephen Fitzpatrick
battelle memorial institute,2,battelle memorial institute,,,Jared Hawkins
barnard college,2,barnard college,,,Megan Jen
badr university in cairo,2,badr university in cairo,,,Mohamed Mostafa
ardent process technologies,2,ardent process technologies,,,Robert DeJaco
nasa glenn research center,2,NASA Glenn Research Center,41.4110836,-81.8692711,Jason Hartwig
nasa ames research center - kbr  inc,2,nasa ames research center - kbr  inc,,,Ashwin Ravichandran
mohammed vi polytechnic university,2,mohammed vi polytechnic university,,,Youssef Belmabkhout
mit energy initiative  massachusetts institute of technology,2,mit energy initiative  massachusetts institute of technology,,,Jun Wen Law
mit energy initiative,2,mit energy initiative,,,Christopher Douglas
milliporesigma,2,milliporesigma,,,Ettigounder Ponnusamy
micromeritics instrument corp,2,micromeritics instrument corp,,,Julian Hungerford
merck sharp and dohme,2,Merck Sharp & Dohme,44.8116348,20.3982426,Yingzhen Ma
meltprep,2,meltprep,,,Daniel Treffer
anton paar gmbh,2,anton paar gmbh,,,Denis Schütz
university of wisconsin,2,University of Wisconsin,44.7987719,-91.5069963,Mai Ngo
university of utah  assistant professor,2,university of utah  assistant professor,,,Kerry Kelly
university of twente,2,university of twente,,,Natalia Cano
university of tennessee oak ridge national lab,2,university of tennessee oak ridge national lab,,,Thomas Zawodzinski
university of são paulo,2,University of São Paulo,-23.550206033333332,-46.70192036666666,Patience Bello Shamaki
altair engineering,2,Altair Engineering,42.562319,-83.1116915,Stefan Pantaleev
accenture,2,accenture,,,Aonullahi Adebayo
usda-ars,2,usda-ars,,,Yaseen Elkasabi
johnson matthey,2,Johnson Matthey,53.0436493,-2.1973036,Jack I'Anson
johns hopkins university school of medicine,2,johns hopkins university school of medicine,,,Honggang Cui
jhu,2,jhu,,,Sangmoo Jeong
école normale superieure de lyon,2,École Normale Superieure de Lyon,45.7297811,4.8265819,Sarit Dutta
massachusets institute of technology,2,massachusets institute of technology,,,Shashank Venkat Muddu
manchester university,2,Manchester University,41.0117756,-85.7600095,Abdulfatai Faro
institute of sustainability for chemicals  energy and environment,2,institute of sustainability for chemicals  energy and environment,,,Lili Zhang
institute of separation science and technology  friedrich-alexander-university erlangen-nürnberg,2,institute of separation science and technology  friedrich-alexander-university erlangen-nürnberg,,,Carola Schlumberger
institute of biotechnology and genetic engineering  chulalongkorn university,2,institute of biotechnology and genetic engineering  chulalongkorn university,,,Sitanan Thitiprasert
wageningen university and research,2,wageningen university and research,,,Ahmed Jarray
vtt technical research centre of finland,2,VTT Technical Research Centre of Finland,61.446334,23.8612472,Arpa Ghosh
anton paar,2,Anton Paar,48.7144847,9.2415921,Abhishek Shetty
mdn,2,mdn,,,Youcef Serhane
duquesne university,2,Duquesne University,40.44162456666667,-79.96522063333333,Devicka Manickam
texas a and m,2,texas a and m,,,Hesan Elfaki
tennessee technological university,2,tennessee technological university,,,Shafieh Karami
telescope innovations corp,2,telescope innovations corp,,,Junliang Liu
whitehead institute,2,whitehead institute,,,Nicholas Hutchins
western kentucky university,2,Western Kentucky University,36.984529,-86.457647,Asa Ashley
washington and jefferson college,2,Washington & Jefferson College,40.1719209,-80.2413496,Ravneet Kahlon
aix marseille university,2,aix marseille university,,,Isabelle Beurroies
vivodyne  inc,2,vivodyne  inc,,,Jonathan H. Galarraga
visvesvaraya national institute of technology nagpur,2,Visvesvaraya National Institute of Technology Nagpur,21.1260842,79.0497523,Diwakar Shende
varda space industries,2,varda space industries,,,Adrian Radocea
uw-madison,2,uw-madison,,,Mary Schilling
amyris,2,amyris,,,Stanley Herrmann
amirkabir university of technology,2,Amirkabir University of Technology,35.7263664,51.3955131,Mohsen Khorsand
amgen,2,Amgen,23.0726689,72.5941167,Margaret Faul
alterra,2,Alterra,20.573732,-101.2167056,Sheldon Cotts
